,class,tweet
5068,2,@TylerCarboner hey I'll leave Abbey too! Oh if I get a job on the slope I might move back! Cause id lose out on lots of money buying tickets
5069,1,@TylerDunn22 all strippers and sexy hoes follow my mans!!
5070,1,@Tyler_Gale12 @bellakoval @apmorales96 it's at your house bitch
5071,1,@UberFacts eat yo pickles bitches!
5072,0,@UberFacts studies show that you're a faggot
5073,2,@UdrewhendersonU Nope. Super chocolatey yummy brownies.
5074,1,@UltraGoogle what's a puto isn't that bitch in Spanish.
5075,1,@UnicornCowboy @Lvl_7_Eevee @hisorraya mutha fuckahs better bring me all the brownies ever!
5076,1,@UnicornCowboy @Lvl_7_Eevee don't ignore me faggots! ;c
5077,2,@UniversionRBLX Don't you have a trash can?
5078,1,"@UptownRaised Shame that your mama didn't teach you not to call women ""bitch"". Well, we all ain't that fortunate, I guess."
5079,1,"@VAKILL shut up faggot, you and Ras need to make an album together, we'll Ras fell off, you didn't (cont) http://t.co/nrmc483M"
5080,1,@VG3_ man some of these bitches are in denial about it. &#128514;&#128514;&#128514;
5081,1,@VG3_ what pissed me off is as males WE JUDGE females pussy. How you gone judge your own get mad and deny its loose because YOU have a gap?
5082,2,"@VNNForum These Marxist kikes promoted Anti-Semitism by creating this film, what was their incentive? They just promote their enemies."
5083,1,@VRTWxrk_Flash @yungchipotle young based god in Olympics stay fuckin bitches
5084,1,@VZWSupport Your update for my s3 pretty much broke 4G and made it absolutely annoying and retarded.
5085,1,@VaginaaHolic @DeesChronicles ie don't make a hoe a housewife
5086,1,@Valentin_R94 bitch whatever nigga u were to scared to play
5087,1,@VeronicaLewis You just can't give hillbillies an audience. They'll squander it every time.
5088,0,@Versanche only faggots drive stick
5089,1,@VeshaaCouture lol bitch yo display name
5090,0,@Vexda go jerk off to lollis faggot.
5091,1,@ViVaLa_Ari smh what's wrong wit u ho
5092,2,@VictorB123 @KHShan yea.. you don't live down here I guess. We still got roofs that aren't fixed from Charlie and Jeanne.
5093,1,@VictorRico3 No I don't fuck with those hoes ask Paco he does
5094,1,@VictorRico3 they didn't want to fuck Steve that bitch lmao
5095,1,"@VictorSmith90 Lightweight, heavyweight don't matter. Still knock bitches out &#128074;&#128162;&#128170;"
5096,2,"@Victoria_Star1 haha..monkey feet,i like it..but 4 real,feet are magical on a back..it smoothes every nook and cranny of tightness ;}"
5097,0,@ViewFromBoxSeat She's a cunt
5098,1,"@VinceSchilling Vince, what is the general feeling of the natives that you know in regards to the term ""redskins""? Offensive to them or not?"
5099,0,@VinniePolitan kill the coons!!!!!!
5100,1,@VinniePolitan the cunt needs her hands cut off!!!!!
5101,1,@Viri_BraceFacee dont raise ur hand to me niggah
5102,1,@Viri_BraceFacee my niggah my niggah lol &#128074;
5103,1,@Viri_BraceFacee no problem my niggah &#128076;
5104,1,@Viri_BraceFacee was good my niggah lol
5105,1,@Viri_BraceFacee wassup niggah
5106,2,@VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-)
5107,1,@WBeezy_ call out bitch
5108,1,@WFopitei eat shit. Who are you working for?! You nappy bitch.
5109,2,@WHAScameradan We might have more. Can't really be sure. But some weird little bird said that might be a possibility. Stay tuned. Maybe.
5110,2,@WHSVGrantCruise birds of a feather. You stand with PETA. I stand with sanity.
5111,2,@WORSTRAPLYRlCS Everything Jay-Z writes is trash.
5112,1,"@WaTch_Mark @WaTch_Scenario Normally I would say she must have a great pussy but since I've seen it, that's not true so idk what it is."
5113,1,@WaTch_Scenario Destiny will make Titanfall it's bitch
5114,0,@WaTch_Scenario Yeah so you better play with me ya nigger
5115,1,@Waanderlusting id chink you if you left me with blue balls
5116,2,@Wagz This cold we have going around our little hick town had about everyone I know locked in their houses for better than a week. Stay well
5117,2,@WakeUpPeeps1 Read w/o slant your orig statement said 'everything' we have...that is the only extreme comment made
5118,1,@Walken4GOP your not so godly after all u fuckin redneck peckerwood.
5119,1,"@WalkerJensen yaaaasssss it is. You are buhlowin' up my timeline, negro. &#128523;"
5120,0,@Walmart fuck your store bitch
5121,2,@WarriorRN61 @mrgeology you inferred he tried to ho to Nam. He did not. He dodged it. He is no great leader.
5122,1,@WarriorRN61 At the peak of the war W joins the Texas natl guard to get outta Nam. Facts are a bitch. http://t.co/TnSZm31m9Z
5123,1,@WassupBeama lol bitch nigga ima get my gay homies on you
5124,1,"@WayToGoFucker @_AshirieeLove ""bitch"""
5125,1,"@WeBeatBitches thats trash, its ot?"
5126,2,@WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact
5127,2,@Web_BOW yes das def da problem.if his.teacher was a spear chucker he woulda gt both dose rite
5128,0,"@WendyDavisTexas @GregAbbott_TX So you support ""illegals"" coming here and spreading disease among Americans Dream that bitch!"
5129,1,@WendyDavisTexas @GregAbbott_TX a judge that was appointed by obama who here doesnt see the agenda fucking crooked bitch
5130,1,@WendyDavisTexas hey Windy! Does your dildo take out the trash for you? Buzzzzz
5131,1,@WendyDavisTexas msnbc the same MSM who said blocking flights from africa is racist yea right No ID no vote bitch gold digger
5132,2,@WendyDavisTexas your 30 second add just ruined it. A new low picking on a cripple
5133,1,@WendyGAv says the pedophile promoting dolt. LMAO #teabagger
5134,1,@Wes_vL faggot
5135,1,"@Whale__Tail what'd the note say? ""Stop being a bitch, here's some flowers. &lt;3"" gets em everytime"
5136,1,@WhatABarber money cars and clothes. And the hoes. Lol. He just want be successful lol
5137,1,"@WhatTheFFacts this some bullshit, bitch. Show Lana Kane."
5138,1,@WhereYoHussleAt &#128514;&#128557;&#128514;&#128557; @CayMarieee look at this shit imma bitch forreal &#9995;&#128527;
5139,1,"@WhereYoHussleAt just to remind yall, cuz hoes be acting like they don't know"
5140,1,@Whimzee_ so much hoes?
5141,1,@WhiteKidWraps I was RT 100 steal that bitch
5142,1,@WhoDey8182 Sum bitch that looks good! Where does a man such as myself pick up one of those?
5143,0,@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.
5144,1,@WhoseAlisha that nigga spun around in the pussy.
5145,1,@Wichard_Fella @WarrenHolstein my mentallity? Being a flaming fag is a serious mental issue
5146,1,@Willbur64 @WolzgotBolz fight me bitch.
5147,2,@WilliamFBrasky @TheRandomBoner i feel the warm fuzzies.
5148,2,@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash
5149,2,@Willstreakk @Tycff10111 by trash I meant u lmaooo
5150,1,@Wimp_W_Diesel real shit bro yo hoe told me if Smoothie King had straws i ca fuck
5151,2,@Wimp_W_Diesel yu forgot we beat yall? Thats like a garbage man calling a janitor trash
5152,1,@Wisdom_Stature bitch we coulda been at the stores looking
5153,2,"@Wizards_DnD @JimZub tranny dragons, eh? I know some people that will love this!"
5154,1,@Woahitsjulian whatchu doin today nig?
5155,1,@Woahitsjulian wud up nig I gotta new number 3136139299 text me
5156,1,@WolfgangAbedeus @NickFilancia80 @clair3ismon3y You can tease this dick faggot
5157,1,"@WolfgangAbedeus Your bitch called, she was missing this dick"
5158,0,@Woody_AFC @MrGAM3R49 @MANIAC3X fuck outta here faggot that wouldn't even be a fair
5159,1,"@Woody_AFC lmaoo typical nig nog bombs, should've got pics"
5160,1,@WorIdStarFvnny @alysssa_3 bitch please http://t.co/2QysCT5INk
5161,1,@WorldZWrestling Can we not use the word faggots?
5162,1,@Worth_BILLions &#128528; bitch you got me fucked up &#128514;&#128514;
5163,1,@Worth_BILLions @MystroApollo &#128514;bitch you always hatin lmao
5164,1,"@Wow_Bullet ""cuz i thought i got a wife, but i picked a hoe."" IM LOVIN THESE SONGS MAN. Keep it coming"
5165,1,@Wu_Pac @bestfrycook stfu bitch
5166,1,@Wuzzername could get half a band off me RT @ToeKnee2GX: Fellas&#8230;. @ your dope female followers and state how much you&#8217;d pay for their pussy
5167,1,@WyattNuckels *thought retard
5168,1,@WyattNuckels @DarienDaywalt hear that you dumb bitch he said no one likes you!!!!! #ohshitnigga
5169,1,@WyattNuckels @grizzboadams bitch I want it all
5170,1,@WyattNuckels @grizzboadams glad you could get your daily dose of giggles faggot
5171,1,@WyattNuckels @grizzboadams hey faggot spell faggot right you dipshit
5172,0,@WyattNuckels @grizzboadams shut the fuck up fag ill beat the shit outta you
5173,1,@WyattNuckels @matt_petrie22 yeah nigga I get bitches and Matt's fucking gay as shit
5174,1,@WyattNuckels I'm not fake bitch meet me after school then nigga
5175,1,@WyattNuckels cause ima blindside the shit outta you niggah!
5176,1,@WyattNuckels fuck you bitch smd
5177,1,@WyattNuckels haha bitch
5178,0,@WyattNuckels insecure much put all you insults in one tweet. Fucking dumbass dude I'd wreck you you faggot
5179,1,@WyattNuckels just smokin that Cali smoke and fuckin your bitch wbu
5180,1,@WyattNuckels shut up niglet
5181,1,@WyattNuckels sun follow me you 4' bitch you can't do shit so stfu faggot
5182,1,@WyattNuckels then learn to read bitch
5183,1,@WyattNuckels who do you think I am bitch
5184,2,@XANAXDREAMS &#128557;&#128557;&#128557;&#128557; about the beanies but steal my description but u aren't salty or fake
5185,1,@XNastyy Lol you probably right. Fuck you bitch !! *in spanish*
5186,1,"@XXXratedLIPSS I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh"
5187,1,@X_XPDOTJDOT she remembers the dick lol and wants it again. I recommend you shoot a bitch if she show up. She might snap
5188,1,@Xianilee BOOM bitches !
5189,2,@XxminijokerXx I HATE birds! They just piss me off about the fact that I can't fly!
5190,1,@YBEToot I like tweeting you like this. .. wen yu aint talking to all yo hoes!!! I be like...... ill wait.
5191,1,@YFN_NESHA I'm tired of dat bitch mannn&#128553;&#128553;&#128553;
5192,1,@YFN_NESHA all the great QB's fold under pressure gshit if u blitz Peyton ass he gon gook out
5193,1,@YGJOHNSTON it's always a white bitch doing something OP lol like they give zero fucks when it comes to dick &#128514;&#128514;
5194,1,@YGJOHNSTON that white bitch is a G for choppin that whole line of niggas &#128514;&#128514;
5195,1,"@YaBoyBoone ima miss smiley and graham and daniel tho, they were pretty cool to me when i was there, ima beat andrews bitch ass every day"
5196,1,"@YaGirlFlutter haha i was about to say... Damn i just called you a bad bitch, i mean mean bitch lmfao"
5197,1,@YaGirlSmalls quit using song lyrics queer
5198,1,@YaNiggaBuu janemba is better than yo pussy ass
5199,1,@YamanakaValerio bitch it's not til Thursday
5200,2,"@Yankees @marines1994 Daggone it Twins, kick it up a notch... Time to beat the Yankees..."
5201,2,@Yankees Only good thing about this season. #FireCashman .
5202,2,@Yankees Scores don't matter in Spring Training man!
5203,2,@Yankees and we all fell asleep @Frizzle18
5204,2,@Yankees go away already @Frizzle18
5205,2,@Yankees isn't that kind of saying the #Braves won't make it to the World Series? LOL
5206,2,@Yankees probably time to put this twitter feed to bed #nyy
5207,2,@Yankees team sucks
5208,2,@Yankees ugh
5209,1,@YardieBoyHeem pussy watch it nuh mi Neva lov mon. -badmon
5210,1,@Yaremisxo way other hoes boo
5211,2,@Yaremisxo whatever Neymar trash
5212,0,@YeIIowbang I hate that faggot he so corny
5213,1,@YeIIowbang mannn Mexicans in Houston LOVE their high school freshman hoes
5214,2,@YeIIowbang yeah people know he's not trash but his game is limited and it showed late in games against Portland
5215,1,"@Yeahhhmans way to take orders like a little bitch, bitch"
5216,2,@YellabeautyKC home coon
5217,1,@YeridZee bitches better watch out because we're running the tables tonight! &#128521;&#127867;&#127866;&#128588;
5218,1,@Yes_THAT_KiKi hey send me your songs I need to put them hoes on a CD and bang em when I ride around
5219,2,@YessMe_SHAY I want my poms back lmfao
5220,2,@YesseSmith I was born yellow
5221,1,"@Yg_Trece I agree. You never know she may have been begging to get dropped, makes her pussy wet guaranteed. She married him right after !"
5222,2,"@YouBoysInGreen hahaha, made ya eat crow...."
5223,1,"@YouTalk_ILive I'm crazy, and Wayne can rap about pussy 3 songs in a row"
5224,1,@Youlove_Tyler lol girrrrl these bitches crazzzzy
5225,2,@YoungJeezy got me feelin like #trappin ain't dead. Got me ready to call the #guala! #Salute da truth! #SeenItAll #SeenItAllTheAutobiography
5226,1,@YoungRecklesss_ nahh bitch yu always playn yu almost got her feelings hurt
5227,1,@YoungRecklesss_ the fuck das wat bitches wit uh fuckd up mouf do &#128514;&#128514;
5228,1,"@YourDudeFerg @SammyLightning_ I wish you wood, like a tree in this bitch."
5229,1,"@YourDudeFerg I wish you wood, Like a tree in this bitch"
5230,0,@YourDudeFerg gay fags
5231,1,@YourDudeFerg like a tree in this bitch? Asshat.
5232,1,@Yummys_World &#8220;@ThoughtsOfRandy @STROCORLEONE + That bitch already got past demons in her.Seeding her up just gone fuse more.
5233,1,@YunGMiGo @BigMoneyNiquee &#128530; nicca fucc yu
5234,1,@YunGMiGo @BigMoneyNiquee lol send dat nicca clean out talmbout some n what if he really is &#128514;&#128514;&#128514;
5235,1,@YunGMiGo I said pussy dat ass what be on yo tongue boy
5236,1,@YunGMiGo lol da only reason I can't talk bout da present is cuz my nicca hurt n ain't played all yr
5237,2,@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird
5238,1,@YungIll314 everybody in Dot Mob/O-Red/Mickey Factz when you battled Clips he wore some ancient hong kong shit + 2 different colored hi-tops
5239,1,"@YungIll314 my lifestyles raw dog, one magnum will put a dickhead in the hole, and that was cumin out of the pussy lips"
5240,1,@YungOBG hoe meter went off!
5241,0,@YungRajee Shit ill pay the premium to get away from these anything ass hoes
5242,1,@YungRetweet bitch
5243,1,@Yung_Messiah @NoMeek_JustMilz swear to god log on later. I'm posting the score on every social network you bitch ass nigga
5244,1,@Yung_Messiah nah he pussy he won't
5245,1,@YvngHerbo @PRAYINFORGEMS sup fat bitch
5246,1,@ZELNO96 Someone told me cuz some ppl like to use it as bitch some females don't like being calles female but meh *shrugs*
5247,1,@ZELNO96 one sick bitch
5248,2,@ZP3_ the little girl Tom Sawyer gets trapped in the cave along with Injun Joe and almost die. injun Joe dies and they find his treasure
5249,1,@ZRexxx @SlowDollaz we take your bitch then recieve head from your mom
5250,1,@Z_MEGA fasho fasho .. Hurry ya ass up nicca
5251,1,"@Z_M_G_ &#128514;&#128514;&#128514;&#128514;&#128514; wow. I love how you called yourself a slut, but no really. You wouldn't ever cheat on a girl, bitches are so dumb."
5252,1,@Z_M_G_ thirsty hoes &#128129;
5253,1,@ZachFulton72 they got some cold white hoes in Knoxville tho don't they? right there on the strip? Boaaa
5254,1,@ZachIrving I called people kikes and a lot of fucks
5255,1,@Zach_Dorsey thirsty hoe
5256,1,@Zach_Thein you pussy
5257,1,@ZakSitton lol cracker
5258,1,@ZaneIsClasker @garrett_winker no I like pussy why would I be ashamed of that
5259,1,@ZaneIsClasker Photoshop putting my head on fags is not proof.
5260,0,@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro
5261,1,@ZayCoolAF #yeet we gotta do at least 3 and drop them bitches in like 2 month intervals or some shit
5262,1,@ZayySwanson @_EmaniMilan I'm jus Tryn figure out when all dem niccas was together like dat
5263,1,@Zedd finger my throbbing pussy flaps
5264,1,@Zell_GotDaLOUD bitch tryna get in for free promoting n shit lmaooo I see you in tha cut
5265,1,@Zhugstubble eat bitch
5266,1,@Zhugstubble meet up eat bitch
5267,1,@Zhugstubble meet up so I can Molly whoop yo bitch ass
5268,1,"@Zhugstubble naw nigga what's up with em hands, what happened to the shit you was talking a couple a month's ago, eat bitch"
5269,1,@ZigzagsxKush Katy and clear lake hoes
5270,1,@ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches in a tutu though? &#128530;
5271,1,@ZitlalyL You will and he's gonna get all dem bitches &#128513;
5272,0,@Zohdaa fags
5273,1,"@Zonozi @QuantRyse @Hockeypuck55 Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch"
5274,0,@Zwaaad fag
5275,1,@ZwengerSierra how about you @ me bitch
5276,1,@_2kkz lol bitch I'm indian!!!!!! You op
5277,1,@_Aly_baby_ well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &#128527;
5278,0,"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot."
5279,1,@_Andsss cool cool fuck wit u too nicca
5280,1,@_Angeel14 thirsty ass hoe go to sleep &#128514;&#128514;
5281,2,@_BDOE bro u trash at that zombies
5282,1,@_B_R_Y_C_E_ what happened to going fishing bitch?
5283,1,@_BaDa_Bing If it continues.. I turn pussy lol
5284,1,@_BatGangBitchh no hoe
5285,1,@_BeautifulKeezy @darwinjames125 point A ppint an bitch &#128514;&#128514;&#128514;&#128128;
5286,1,@_BeautifulKeezy bitch I died when I read that.
5287,1,@_BeautifulKeezy bitch Wea you going.
5288,1,@_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;
5289,1,@_BeautifulKeezy yess bitch. Messyyy
5290,1,@_BeverlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!
5291,1,"@_BeverlyNoHills you so fucking nasty. You got held to the wrong pussy. I'm telling , you bet not ever kiss me again!! I'm breaking up w| u!"
5292,2,@_BradleyC skate 2 trash :(:( skate 3 had goat DLC
5293,1,@_BrwnSkinBeaute ahh I'm too much of a bitch to live off campus. I get lazy and wouldn't want to drive home :)
5294,0,@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol
5295,1,@_CaliStrong - lol it's possible that a hoe can treat you the right way but will she love you the right way? No. A hoe will be a hoe.
5296,1,"@_CaliStrong - lol just think about it, there is a right way &amp; a wrong way to love someone. a hoe may just love you for what you got."
5297,1,@_CharlieA_37 @sean_landez07 y'all's are all little punk ass bitches doe
5298,1,"@_Corayma @LuivilleSluggah TF do I look like, delivery bitch or what ahaha"
5299,1,"@_DCorNothing_ @KyariesDa4 he should! I got tired of hearing how he can eat pussy 10,000 ways like damn &#128514;&#128514;"
5300,2,@_DRACHEOFFICIAL I've tried. I always hit ALT+F4 and eat Mega Stuffed Oreos because I can't figure out those programs. lol
5301,1,@_Dbankss orr why? Thts my lor bae tho wyd why u fucking up hoe?
5302,1,@_Dingyyybritt_ look at what you just said lls new era Girl bye kill bitches w Kindness &amp;&amp; wht cousin?
5303,1,@_Djweezlove not what I said . I want a DJ to mix the track regardless for their own use ! The video gon be dumb retarded with the reg versi
5304,1,"@_Dreamchasers2 ""aint nobody got no time fo dat"" (ghetto black lady voice)"
5305,1,@_Dukefan @KentuckyFanPage thats why we had 8 regular season losses...... #you #are #retarded
5306,1,@_EB_Games @BigBBrown Fuck all you hoes. lol
5307,1,@_ElenaRaquel_ its swag bitch aha
5308,0,"@_GOLDwhippp faggots, old people, people who can't drive, drunk people"
5309,0,"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit"
5310,0,"@_IAMKEN you'll make the team, them niggas trash. Lol"
5311,1,"@_IAmDriven_ @HDRealtor not even sure bro, Im ignoring these hurt bitches tonight...lol"
5312,1,"@_IamQuiNichole &#128514;&#128514;&#128514; it's a song, ion kno y he referred to his future wife as a bitch"
5313,1,@_InhaleLove_ bitches love some Alex from target &#128527;
5314,2,@_JaelynBeeee somebody looks like the die on the first tubes on flappy bird lol!
5315,1,@_James_Kirby_ @mflury30 back off ya queer bag
5316,1,@_KaeeJones I gotta find them I know Cali got them hoes
5317,1,@_KaeeJones lmaooo boy thought he wS all type of right spelling that hoe
5318,1,@_KaeeJones the bird gone run from your ass
5319,2,"@_Lakers4Life24 Tracy Morgan is a sad comparison..... Come on try again, Dwight Howard is the most accurate. Stupid monkey."
5320,1,@_Leeyoo @GoldFlacko niggah I'm not yo lil bro the fuck
5321,1,@_Leeyoo what niggah
5322,1,"@_LezzzBeHonest 
I'm colored. Ain't supposed to be no good influence"
5323,1,"@_LezzzBeHonest 
Me bitch!"
5324,1,@_LifeOfSin theeepp that's my bitch
5325,2,"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg"
5326,1,@_LrAnderson that hoe over that
5327,1,@_Maniac_Mind_ @Marcfoor4 stfu with that what I'm gonna do and just fuck oh pussy ads nigga
5328,1,@_Maniac_Mind_ @jet_life12 @Nick_504_ Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga
5329,1,"@_Maniac_Mind_ @jet_life12 @Nick_504_ I said I was from where stop putting words in my mouth, that's something a bitch would do"
5330,1,@_Maniac_Mind_ I don't got any beef with you but tell yo boy Alex to stop acting like bitch and bring his duck ass up here.
5331,1,"@_MariaPetrova @markkelly1983 @MissStef0318 @SamHarrisOrg Who? Ok, right-wing teabaggers, gun nuts (like Harris), hell, even fucking cops."
5332,1,@_Marzzz nigger
5333,1,@_MckenzieNoel miss you bitch
5334,1,@_MostDope95_ Jenny says you're an evil bitch.
5335,0,@_Nadiaxo fags
5336,1,@_NoLackingg I kinda figured a lil bit when u said bitch u cute
5337,1,@_PRAWDA_ dying? oh bitch. exit my mentions. her last era was huge. #1 album. #1 tour. golden globe (cont) http://t.co/gkuJXIaDep
5338,1,"@_Perarl bitch all these thick bitches with they ass out on TV , do what you want"
5339,1,"@_Perarl he needs to date a grandma , I'm too turnt up for his lil pussy ass, bro and I called him lil baby names like lame &amp; dork"
5340,1,@_Rachel_Robbins is the realest bitch out here rt
5341,1,@_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?
5342,1,@_RenaissanceJay get the loredo steak. Out dat bitch if u ballin
5343,1,@_RenaissanceJay nigga stop hatin bitches be feelin coolio b. N two if u think dem bitch made niggas got yo back u smokin big worm shit
5344,1,@_RenaissanceJay pussy
5345,1,@_ReneashaC @RishaaWilliams Hoe yu erbody bitch &#128514;&#9996;
5346,1,@_RichHomieKevin go to sleep niggah lol
5347,1,@_Saltlife13 Lol chill pussy
5348,1,@_Saltlife13 Long story lol but I've missed you faggot
5349,1,@_SiNCERE18 ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .
5350,0,"@_SoulSurvivor_ @zakbauer I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP"
5351,2,@_SparkleLikeZen saves you a brownie*
5352,1,@_SqueezeMeBaby don't tell the dumb hoes that
5353,1,@_StarrHall_ @Rene_gadeCowboy I am absolutely speechless.That bitch is CRAZY.
5354,1,@_TajMahal_ @_El_Padrino__ @AbellaXXX I'm lmao fa real cuz I really saw her throw dat bitch in a circle lol
5355,1,@_That_Vibe_ bitch I'm Gretchen Weiners I do what I want
5356,1,@_TheBlackNerd wyd fag
5357,1,@_TheCrownedHead &#128548;&#128514;&#128514;&#128514;&#128514; bitch
5358,0,@_TriggaPlease_ @kanyewest he's a faggot
5359,1,@_TriggaPlease_ nigger hello?
5360,0,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore
5361,1,@_TurnDownDre @kushdaddycorr I can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch
5362,0,@_TurnDownDre @kushdaddycorr lmao you stupid nigger
5363,1,@_VIVMMXII yuhh I'm finna hit that hoe! &#128513;&#128077;
5364,1,@_WORDtotheWISE how many times did you listen to that pussy song today?
5365,1,@_WORDtotheWISE some hoe shit
5366,1,@_WORDtotheWISE you must have sent a bird call because I didn't get shit
5367,0,@_XoXoKelsey_ hell naw fuck them bitches serves them right
5368,1,@_YdotM really thou im looking like Hulk Hogan in this bitch
5369,1,"@__0utcast___ but then they said ""oh nah ur not"" but dude I'm getting to be a heartless bitch have you not met me"
5370,1,@__Black_Jesus bitch u know what I mean spell champ these nuts
5371,0,@__Black_Jesus yea I forgot I was talkin to a degenerate faggot
5372,1,@__C_h_i_n_g__ your daughter can date this little fag bag @Bekkalina13 @PimpSlapnCow http://t.co/4SabX0mcus
5373,1,@__DatTootieGurl that hoe can't cook
5374,1,@__Dutch bitch stop hating on such an immaculate suit.
5375,1,@__Dutch my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.
5376,1,@__MotoMoto you a real bitch for that
5377,1,"@__NikesNshiT you better. And ima let that bitch slide right now, just be on standby. &#128536;&#128514;"
5378,1,@__TaeSavage pussy
5379,1,"@__Trail__ take like TAMU... bitches jumped to 6 after beating SC, which ain't that good... @thejournalist44 @That1guyJeff"
5380,1,@___AsiaJ lol my bro said it about a bitch but it can be about u
5381,0,@_____0__o______ faggot
5382,1,@___kd_ i need 2 of the bitches
5383,1,@__angieex3 Ik you were pussy
5384,1,"@__baabyshaay okaaaaay bitch never do we care , edges still laid. &#128514;"
5385,0,@__hannerr__ you're a faggot
5386,1,@__kiante im askin you negro lol
5387,1,@_ajayb no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p
5388,0,@_angelaaau hey fag i &lt;3 you
5389,1,@_asheyk pussy
5390,1,@_bradleey LMFAOOOO yooo I lost my elevator pass &#128557;&#128557; now I can't even share it ...bitch wants me to go get another one &#128530;even tho she knows me
5391,1,@_bradleey SAME&#128530; like bitch it's the struggles to use the stairs let ppl get on &#128074;
5392,0,"@_cblaze @Barbod6FCB @ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me"
5393,1,@_cblaze @kieffer_jason ask your boy Jason keiffer is he still tryna to get his one on one and y he block me #pussy boy
5394,1,@_cblaze sorry i eat pussy
5395,1,@_chrisbrownn14 fuck bitches get money
5396,2,@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before
5397,1,@_dinora_e jk i would be a bitch if i got them done !
5398,0,@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;
5399,1,@_elennamichelle only when ur around me &#128523; gotta keep dat scent to keep filthy niggers away
5400,1,"@_fckwatchuthink @Huntermoore or you know, you could just go drink bleach bitch"
5401,1,"@_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk"
5402,1,@_fullawhite rt me to wey I went to the job interview high then a bitch!! Straight stanking like dank haha eyes red then a hoe
5403,1,@_iGotHer ; bitch dont talk at me like that bro.
5404,2,@_icantmiss Boys still got birds in the cage? Lol
5405,1,@_icantmiss send that hoe &#128514;&#128514;
5406,1,@_illionaire he been taking them hoe lol
5407,0,@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger
5408,1,@_justlexis lol whatever. We're fags.
5409,1,@_lexisperez he ate my pussy i could..
5410,1,@_littlepuffin I just saw a bad bitch on here from mf Switzerland and feel in love
5411,1,@_littlepuffin hoe *
5412,1,@_lostb0y I meant bitch I am scum
5413,1,"@_lostb0y do you, bitch boy?"
5414,1,@_lostb0y no bitch w my dick
5415,1,@_lynnogawa @ that bitch
5416,1,@_michellecole_ nice hoodie faggot
5417,0,@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches
5418,1,@_noWashington he liked that hoe
5419,1,@_noWashington what that hoe was like
5420,1,@_puderbaugh don't be a bitch. Get two.
5421,1,"@_queenveronica haha yolo, did ya hit that hoe?"
5422,1,@_reathie man bring yo bitch ass here ion give a dam bout yo mf attitude
5423,1,@_reathie u better sit yo ass in that bitch til 330
5424,2,@_shegotthis yellow rice black beans and pork chop sis
5425,2,@_spenceyy @5SOS not scanger
5426,1,"@_tee13 @SoftestMuffin @TorahBlaze After you spread that filth of urs to that white dog, he &amp; the good ol boys were ltao on fuckin a monkey"
5427,1,@_tee13 @SoftestMuffin @TorahBlaze u 2 lost puppies dont know shit. Leave them niggers alone u can learn something besides how they like
